Fact_Summary,,,,,,,,,,,,,,,
order_id,order_placement_date,customer_id,customer_name,city,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,total_amount
FMR326522202,2025-03-24,789522,Acclaimed Stores,Vadodara,25891202,AM Butter 250,Dairy,168,2025-03-26,2025-03-26,168,1,1,1,25200.0
FMR325203303,2025-03-24,789203,Rel Fresh,Vadodara,25891303,AM Ghee 100,Dairy,31,2025-03-25,2025-03-24,31,1,1,1,2790.0
FMR326522303,2025-03-24,789522,Acclaimed Stores,Vadodara,25891303,AM Ghee 100,Dairy,68,2025-03-26,2025-03-28,61,0,0,0,6120.0
FMR325102501,2025-03-24,789102,Vijay Stores,Ahmedabad,25891303,AM Ghee 100,Dairy,94,2025-03-25,2025-03-25,94,1,1,1,8460.0
FMR327102601,2025-03-24,789102,Vijay Stores,Ahmedabad,25891303,AM Ghee 100,Dairy,58,2025-03-27,2025-03-27,58,1,1,1,5220.0
FMR327601603,2025-03-24,789601,Price Rite,"New Jersey, US",25891303,AM Ghee 100,Dairy,20,2025-03-27,2025-03-27,20,1,1,1,5131.938
FMR325703303,2025-03-24,789703,Sorefoz Mart,Vadodara,25891303,AM Ghee 100,Dairy,40,2025-03-25,2025-03-24,40,1,1,1,3600.0
FMR326401403,2025-03-24,789401,Wegmans,"New Jersey, US",25891303,AM Ghee 100,Dairy,70,2025-03-26,2025-03-26,70,1,1,1,17961.783
FMR326720303,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891303,AM Ghee 100,Dairy,26,2025-03-26,2025-03-25,23,0,1,0,6671.5194
FMR325122603,2025-03-24,789122,Coolblue,Vadodara,25891303,AM Ghee 100,Dairy,33,2025-03-25,2025-03-27,30,0,0,0,2970.0
FMR326122303,2025-03-24,789122,Coolblue,Vadodara,25891303,AM Ghee 100,Dairy,59,2025-03-26,2025-03-29,53,0,0,0,5310.0
FMR325520303,2025-03-24,789520,Fairway Market,"New Jersey, US",25891303,AM Ghee 100,Dairy,33,2025-03-25,2025-03-25,30,0,1,0,8467.6977
FMR326501303,2025-03-24,789501,Best Market,"New Jersey, US",25891303,AM Ghee 100,Dairy,40,2025-03-26,2025-03-27,40,1,0,0,10263.876
FMR326320303,2025-03-24,789320,Whole Foods Market,"New Jersey, US",25891303,AM Ghee 100,Dairy,22,2025-03-26,2025-03-26,21,0,1,0,5645.1318
FMR327221602,2025-03-24,789221,Atlas Stores,Ahmedabad,25891303,AM Ghee 100,Dairy,52,2025-03-27,2025-03-27,47,0,1,0,4680.0
FMR326202303,2025-03-24,789202,Rel Fresh,Ahmedabad,25891303,AM Ghee 100,Dairy,27,2025-03-26,2025-03-26,24,0,1,0,2430.0
FMR326503603,2025-03-24,789503,Viveks Stores,Vadodara,25891303,AM Ghee 100,Dairy,84,2025-03-26,2025-03-26,76,0,1,0,7560.0
FMR327220303,2025-03-24,789220,ShopRite,"New Jersey, US",25891303,AM Ghee 100,Dairy,82,2025-03-27,2025-03-29,82,1,0,0,21040.9458
FMR325621501,2025-03-24,789621,Expert Mart,Ahmedabad,25891303,AM Ghee 100,Dairy,71,2025-03-25,2025-03-26,71,1,0,0,6390.0
FMR327621503,2025-03-24,789621,Expert Mart,Ahmedabad,25891303,AM Ghee 100,Dairy,63,2025-03-27,2025-03-26,57,0,1,0,5670.0
FMR326503603,2025-03-24,789503,Viveks Stores,Vadodara,25891101,AM Milk 500,Dairy,328,2025-03-26,2025-03-26,328,1,1,1,41000.0
FMR326103402,2025-03-24,789103,Vijay Stores,Vadodara,25891203,AM Butter 500,Dairy,457,2025-03-26,2025-03-26,411,0,1,0,137100.0
FMR326422203,2025-03-24,789422,Lotus Mart,Vadodara,25891203,AM Butter 500,Dairy,418,2025-03-26,2025-03-27,418,1,0,0,125400.0
FMR326320303,2025-03-24,789320,Whole Foods Market,"New Jersey, US",25891203,AM Butter 500,Dairy,465,2025-03-26,2025-03-26,465,1,1,1,357952.6755
FMR327320503,2025-03-24,789320,Whole Foods Market,"New Jersey, US",25891203,AM Butter 500,Dairy,295,2025-03-27,2025-03-27,295,1,1,1,227088.25650000002
FMR327721203,2025-03-24,789721,Logic Stores,Ahmedabad,25891203,AM Butter 500,Dairy,356,2025-03-27,2025-03-27,356,1,1,1,106800.0
FMR325420203,2025-03-24,789420,Lidl,"New Jersey, US",25891203,AM Butter 500,Dairy,151,2025-03-25,2025-03-25,151,1,1,1,116238.39570000001
FMR325403503,2025-03-24,789403,Propel Mart,Vadodara,25891203,AM Butter 500,Dairy,477,2025-03-25,2025-03-25,382,0,1,0,143100.0
FMR325202203,2025-03-24,789202,Rel Fresh,Ahmedabad,25891203,AM Butter 500,Dairy,431,2025-03-25,2025-03-24,431,1,1,1,129300.0
FMR325503603,2025-03-24,789503,Viveks Stores,Vadodara,25891203,AM Butter 500,Dairy,198,2025-03-25,2025-03-25,198,1,1,1,59400.0
FMR326121203,2025-03-24,789121,Coolblue,Ahmedabad,25891203,AM Butter 500,Dairy,189,2025-03-26,2025-03-27,189,1,0,0,56700.0
FMR325221403,2025-03-24,789221,Atlas Stores,Ahmedabad,25891203,AM Butter 500,Dairy,390,2025-03-25,2025-03-25,390,1,1,1,117000.0
FMR327221602,2025-03-24,789221,Atlas Stores,Ahmedabad,25891203,AM Butter 500,Dairy,302,2025-03-27,2025-03-27,302,1,1,1,90600.0
FMR325201602,2025-03-24,789201,Rel Fresh,"New Jersey, US",25891203,AM Butter 500,Dairy,308,2025-03-25,2025-03-25,308,1,1,1,237095.5356
FMR327622203,2025-03-24,789622,Expert Mart,Vadodara,25891203,AM Butter 500,Dairy,153,2025-03-27,2025-03-27,153,1,1,1,45900.0
FMR327122203,2025-03-24,789122,Coolblue,Vadodara,25891203,AM Butter 500,Dairy,168,2025-03-27,2025-03-29,168,1,0,0,50400.0
FMR326421203,2025-03-24,789421,Lotus Mart,Ahmedabad,25891203,AM Butter 500,Dairy,311,2025-03-26,2025-03-28,311,1,0,0,93300.0
FMR325402503,2025-03-24,789402,Propel Mart,Ahmedabad,25891203,AM Butter 500,Dairy,426,2025-03-25,2025-03-25,405,0,1,0,127800.0
FMR327702601,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891203,AM Butter 500,Dairy,122,2025-03-27,2025-03-27,110,0,1,0,36600.0
FMR327621203,2025-03-24,789621,Expert Mart,Ahmedabad,25891203,AM Butter 500,Dairy,202,2025-03-27,2025-03-30,202,1,0,0,60600.0
FMR326102302,2025-03-24,789102,Vijay Stores,Ahmedabad,25891302,AM Ghee 150,Dairy,76,2025-03-26,2025-03-26,76,1,1,1,10260.0
FMR325622302,2025-03-24,789622,Expert Mart,Vadodara,25891302,AM Ghee 150,Dairy,59,2025-03-25,2025-03-24,59,1,1,1,7965.0
FMR325320302,2025-03-24,789320,Whole Foods Market,"New Jersey, US",25891302,AM Ghee 150,Dairy,31,2025-03-25,2025-03-25,31,1,1,1,10606.005200000001
FMR325501302,2025-03-24,789501,Best Market,"New Jersey, US",25891302,AM Ghee 150,Dairy,45,2025-03-25,2025-03-26,45,1,0,0,15395.814
FMR325520302,2025-03-24,789520,Fairway Market,"New Jersey, US",25891302,AM Ghee 150,Dairy,26,2025-03-25,2025-03-27,25,0,0,0,8895.3592
FMR325220503,2025-03-24,789220,ShopRite,"New Jersey, US",25891302,AM Ghee 150,Dairy,54,2025-03-25,2025-03-25,54,1,1,1,18474.9768
FMR327220302,2025-03-24,789220,ShopRite,"New Jersey, US",25891302,AM Ghee 150,Dairy,27,2025-03-27,2025-03-27,27,1,1,1,9237.4884
FMR326103402,2025-03-24,789103,Vijay Stores,Vadodara,25891302,AM Ghee 150,Dairy,41,2025-03-26,2025-03-26,41,1,1,1,5535.0
FMR326303302,2025-03-24,789303,Expression Stores,Vadodara,25891302,AM Ghee 150,Dairy,34,2025-03-26,2025-03-26,34,1,1,1,4590.0
FMR326401403,2025-03-24,789401,Wegmans,"New Jersey, US",25891302,AM Ghee 150,Dairy,61,2025-03-26,2025-03-26,61,1,1,1,20869.8812
FMR325601502,2025-03-24,789601,Price Rite,"New Jersey, US",25891302,AM Ghee 150,Dairy,76,2025-03-25,2025-03-25,61,0,1,0,26001.8192
FMR326522303,2025-03-24,789522,Acclaimed Stores,Vadodara,25891302,AM Ghee 150,Dairy,48,2025-03-26,2025-03-28,48,1,0,0,6480.0
FMR326903503,2025-03-24,789903,Elite Mart,Vadodara,25891302,AM Ghee 150,Dairy,66,2025-03-26,2025-03-26,63,0,1,0,8910.0
FMR327903402,2025-03-24,789903,Elite Mart,Vadodara,25891302,AM Ghee 150,Dairy,36,2025-03-27,2025-03-26,32,0,1,0,4860.0
FMR327503603,2025-03-24,789503,Viveks Stores,Vadodara,25891302,AM Ghee 150,Dairy,48,2025-03-27,2025-03-27,43,0,1,0,6480.0
FMR327422403,2025-03-24,789422,Lotus Mart,Vadodara,25891302,AM Ghee 150,Dairy,92,2025-03-27,2025-03-29,92,1,0,0,12420.0
FMR325721501,2025-03-24,789721,Logic Stores,Ahmedabad,25891301,AM Ghee 250,Dairy,77,2025-03-25,2025-03-25,77,1,1,1,17325.0
FMR327102601,2025-03-24,789102,Vijay Stores,Ahmedabad,25891301,AM Ghee 250,Dairy,73,2025-03-27,2025-03-27,73,1,1,1,16425.0
FMR325122301,2025-03-24,789122,Coolblue,Vadodara,25891301,AM Ghee 250,Dairy,81,2025-03-25,2025-03-25,77,0,1,0,18225.0
FMR326720301,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891301,AM Ghee 250,Dairy,92,2025-03-26,2025-03-26,92,1,1,1,47213.8296
FMR327720401,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891301,AM Ghee 250,Dairy,60,2025-03-27,2025-03-27,57,0,1,0,30791.628
FMR327103601,2025-03-24,789103,Vijay Stores,Vadodara,25891301,AM Ghee 250,Dairy,72,2025-03-27,2025-03-27,72,1,1,1,16200.0
FMR327201301,2025-03-24,789201,Rel Fresh,"New Jersey, US",25891301,AM Ghee 250,Dairy,34,2025-03-27,2025-03-29,32,0,0,0,17448.589200000002
FMR326521403,2025-03-24,789521,Acclaimed Stores,Ahmedabad,25891301,AM Ghee 250,Dairy,65,2025-03-26,2025-03-27,65,1,0,0,14625.0
FMR325522301,2025-03-24,789522,Acclaimed Stores,Vadodara,25891301,AM Ghee 250,Dairy,100,2025-03-25,2025-03-25,100,1,1,1,22500.0
FMR326621301,2025-03-24,789621,Expert Mart,Ahmedabad,25891301,AM Ghee 250,Dairy,24,2025-03-26,2025-03-25,24,1,1,1,5400.0
FMR325903602,2025-03-24,789903,Elite Mart,Vadodara,25891301,AM Ghee 250,Dairy,66,2025-03-25,2025-03-25,66,1,1,1,14850.0
FMR326520402,2025-03-24,789520,Fairway Market,"New Jersey, US",25891301,AM Ghee 250,Dairy,71,2025-03-26,2025-03-27,67,0,0,0,36436.7598
FMR326622301,2025-03-24,789622,Expert Mart,Vadodara,25891301,AM Ghee 250,Dairy,22,2025-03-26,2025-03-27,22,1,0,0,4950.0
FMR327303602,2025-03-24,789303,Expression Stores,Vadodara,25891301,AM Ghee 250,Dairy,99,2025-03-27,2025-03-27,99,1,1,1,22275.0
FMR327401301,2025-03-24,789401,Wegmans,"New Jersey, US",25891301,AM Ghee 250,Dairy,48,2025-03-27,2025-03-29,48,1,0,0,24633.3024
FMR325521201,2025-03-24,789521,Acclaimed Stores,Ahmedabad,25891102,AM Milk 250,Dairy,352,2025-03-25,2025-03-25,352,1,1,1,21824.0
FMR325622102,2025-03-24,789622,Expert Mart,Vadodara,25891102,AM Milk 250,Dairy,340,2025-03-25,2025-03-25,340,1,1,1,21080.0
FMR325121102,2025-03-24,789121,Coolblue,Ahmedabad,25891102,AM Milk 250,Dairy,353,2025-03-25,2025-03-28,353,1,0,0,21886.0
FMR326522102,2025-03-24,789522,Acclaimed Stores,Vadodara,25891102,AM Milk 250,Dairy,465,2025-03-26,2025-03-29,465,1,0,0,28830.0
FMR326422503,2025-03-24,789422,Lotus Mart,Vadodara,25891102,AM Milk 250,Dairy,348,2025-03-26,2025-03-28,278,0,0,0,21576.0
FMR325503603,2025-03-24,789503,Viveks Stores,Vadodara,25891102,AM Milk 250,Dairy,449,2025-03-25,2025-03-25,449,1,1,1,27838.0
FMR325501102,2025-03-24,789501,Best Market,"New Jersey, US",25891102,AM Milk 250,Dairy,327,2025-03-25,2025-03-25,327,1,1,1,55938.124200000006
FMR326321502,2025-03-24,789321,Chiptec Stores,Ahmedabad,25891102,AM Milk 250,Dairy,433,2025-03-26,2025-03-26,433,1,1,1,26846.0
FMR326301603,2025-03-24,789301,Foodtown,"New Jersey, US",25891102,AM Milk 250,Dairy,492,2025-03-26,2025-03-26,492,1,1,1,84163.7832
FMR326103402,2025-03-24,789103,Vijay Stores,Vadodara,25891102,AM Milk 250,Dairy,313,2025-03-26,2025-03-26,282,0,1,0,19406.0
FMR325421401,2025-03-24,789421,Lotus Mart,Ahmedabad,25891102,AM Milk 250,Dairy,500,2025-03-25,2025-03-25,500,1,1,1,31000.0
FMR326421202,2025-03-24,789421,Lotus Mart,Ahmedabad,25891102,AM Milk 250,Dairy,492,2025-03-26,2025-03-26,467,0,1,0,30504.0
FMR327703603,2025-03-24,789703,Sorefoz Mart,Vadodara,25891102,AM Milk 250,Dairy,425,2025-03-27,2025-03-27,425,1,1,1,26350.0
FMR326702403,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891102,AM Milk 250,Dairy,417,2025-03-26,2025-03-26,417,1,1,1,25854.0
FMR327220302,2025-03-24,789220,ShopRite,"New Jersey, US",25891102,AM Milk 250,Dairy,318,2025-03-27,2025-03-27,318,1,1,1,54398.5428
FMR326201102,2025-03-24,789201,Rel Fresh,"New Jersey, US",25891102,AM Milk 250,Dairy,329,2025-03-26,2025-03-25,329,1,1,1,56280.2534
FMR327201603,2025-03-24,789201,Rel Fresh,"New Jersey, US",25891102,AM Milk 250,Dairy,421,2025-03-27,2025-03-27,421,1,1,1,72018.19660000001
FMR325102501,2025-03-24,789102,Vijay Stores,Ahmedabad,25891102,AM Milk 250,Dairy,341,2025-03-25,2025-03-25,341,1,1,1,21142.0
FMR327203102,2025-03-24,789203,Rel Fresh,Vadodara,25891102,AM Milk 250,Dairy,430,2025-03-27,2025-03-27,408,0,1,0,26660.0
FMR327420601,2025-03-24,789420,Lidl,"New Jersey, US",25891502,AM Biscuits 500,Food,235,2025-03-27,2025-03-28,235,1,0,0,120600.543
FMR325220502,2025-03-24,789220,ShopRite,"New Jersey, US",25891502,AM Biscuits 500,Food,157,2025-03-25,2025-03-27,157,1,0,0,80571.4266
FMR327202502,2025-03-24,789202,Rel Fresh,Ahmedabad,25891502,AM Biscuits 500,Food,209,2025-03-27,2025-03-29,209,1,0,0,41800.0
FMR325103502,2025-03-24,789103,Vijay Stores,Vadodara,25891502,AM Biscuits 500,Food,116,2025-03-25,2025-03-27,93,0,0,0,23200.0
FMR327902502,2025-03-24,789902,Elite Mart,Ahmedabad,25891502,AM Biscuits 500,Food,119,2025-03-27,2025-03-29,107,0,0,0,23800.0
FMR327503502,2025-03-24,789503,Viveks Stores,Vadodara,25891502,AM Biscuits 500,Food,155,2025-03-27,2025-03-28,155,1,0,0,31000.0
FMR326703601,2025-03-24,789703,Sorefoz Mart,Vadodara,25891502,AM Biscuits 500,Food,105,2025-03-26,2025-03-26,105,1,1,1,21000.0
FMR326403601,2025-03-24,789403,Propel Mart,Vadodara,25891502,AM Biscuits 500,Food,237,2025-03-26,2025-03-26,237,1,1,1,47400.0
FMR326221502,2025-03-24,789221,Atlas Stores,Ahmedabad,25891502,AM Biscuits 500,Food,139,2025-03-26,2025-03-26,139,1,1,1,27800.0
FMR325321603,2025-03-24,789321,Chiptec Stores,Ahmedabad,25891502,AM Biscuits 500,Food,245,2025-03-25,2025-03-26,245,1,0,0,49000.0
FMR326321502,2025-03-24,789321,Chiptec Stores,Ahmedabad,25891502,AM Biscuits 500,Food,218,2025-03-26,2025-03-26,218,1,1,1,43600.0
FMR327402502,2025-03-24,789402,Propel Mart,Ahmedabad,25891502,AM Biscuits 500,Food,243,2025-03-27,2025-03-27,194,0,1,0,48600.0
FMR325601502,2025-03-24,789601,Price Rite,"New Jersey, US",25891502,AM Biscuits 500,Food,123,2025-03-25,2025-03-25,111,0,1,0,63122.837400000004
FMR327402502,2025-03-24,789402,Propel Mart,Ahmedabad,25891403,AM Curd 50,Dairy,408,2025-03-27,2025-03-27,408,1,1,1,4080.0
FMR326203602,2025-03-24,789203,Rel Fresh,Vadodara,25891403,AM Curd 50,Dairy,219,2025-03-26,2025-03-27,219,1,0,0,2190.0
FMR325321403,2025-03-24,789321,Chiptec Stores,Ahmedabad,25891403,AM Curd 50,Dairy,433,2025-03-25,2025-03-25,433,1,1,1,4330.0
FMR327422403,2025-03-24,789422,Lotus Mart,Vadodara,25891403,AM Curd 50,Dairy,331,2025-03-27,2025-03-29,331,1,0,0,3310.0
FMR327501503,2025-03-24,789501,Best Market,"New Jersey, US",25891403,AM Curd 50,Dairy,377,2025-03-27,2025-03-27,377,1,1,1,32245.6771
FMR327603602,2025-03-24,789603,Info Stores,Vadodara,25891403,AM Curd 50,Dairy,436,2025-03-27,2025-03-27,436,1,1,1,4360.0
FMR325221403,2025-03-24,789221,Atlas Stores,Ahmedabad,25891403,AM Curd 50,Dairy,215,2025-03-25,2025-03-25,215,1,1,1,2150.0
FMR325703501,2025-03-24,789703,Sorefoz Mart,Vadodara,25891403,AM Curd 50,Dairy,238,2025-03-25,2025-03-25,238,1,1,1,2380.0
FMR326101602,2025-03-24,789101,Costco Wholesale,"New Jersey, US",25891403,AM Curd 50,Dairy,481,2025-03-26,2025-03-26,457,0,1,0,41141.0363
FMR325202403,2025-03-24,789202,Rel Fresh,Ahmedabad,25891403,AM Curd 50,Dairy,479,2025-03-25,2025-03-25,479,1,1,1,4790.0
FMR326521403,2025-03-24,789521,Acclaimed Stores,Ahmedabad,25891403,AM Curd 50,Dairy,274,2025-03-26,2025-03-27,274,1,0,0,2740.0
FMR326702403,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891403,AM Curd 50,Dairy,459,2025-03-26,2025-03-26,367,0,1,0,4590.0
FMR327702601,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891403,AM Curd 50,Dairy,369,2025-03-27,2025-03-27,351,0,1,0,3690.0
FMR326401403,2025-03-24,789401,Wegmans,"New Jersey, US",25891403,AM Curd 50,Dairy,266,2025-03-26,2025-03-26,253,0,1,0,22751.591800000002
FMR326220601,2025-03-24,789220,ShopRite,"New Jersey, US",25891403,AM Curd 50,Dairy,485,2025-03-26,2025-03-26,485,1,1,1,41483.1655
FMR326622603,2025-03-24,789622,Expert Mart,Vadodara,25891403,AM Curd 50,Dairy,409,2025-03-26,2025-03-26,409,1,1,1,4090.0
FMR326720503,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891503,AM Biscuits 250,Food,219,2025-03-26,2025-03-27,219,1,0,0,56194.7211
FMR325403503,2025-03-24,789403,Propel Mart,Vadodara,25891503,AM Biscuits 250,Food,115,2025-03-25,2025-03-25,115,1,1,1,11500.0
FMR325503603,2025-03-24,789503,Viveks Stores,Vadodara,25891503,AM Biscuits 250,Food,185,2025-03-25,2025-03-25,185,1,1,1,18500.0
FMR325220503,2025-03-24,789220,ShopRite,"New Jersey, US",25891503,AM Biscuits 250,Food,110,2025-03-25,2025-03-25,104,0,1,0,28225.659
FMR327103601,2025-03-24,789103,Vijay Stores,Vadodara,25891503,AM Biscuits 250,Food,160,2025-03-27,2025-03-27,128,0,1,0,16000.0
FMR327420503,2025-03-24,789420,Lidl,"New Jersey, US",25891503,AM Biscuits 250,Food,191,2025-03-27,2025-03-29,191,1,0,0,49010.007900000004
FMR325902503,2025-03-24,789902,Elite Mart,Ahmedabad,25891503,AM Biscuits 250,Food,165,2025-03-25,2025-03-25,165,1,1,1,16500.0
FMR325903503,2025-03-24,789903,Elite Mart,Vadodara,25891503,AM Biscuits 250,Food,225,2025-03-25,2025-03-28,214,0,0,0,22500.0
FMR326903503,2025-03-24,789903,Elite Mart,Vadodara,25891503,AM Biscuits 250,Food,204,2025-03-26,2025-03-26,204,1,1,1,20400.0
FMR327501503,2025-03-24,789501,Best Market,"New Jersey, US",25891503,AM Biscuits 250,Food,170,2025-03-27,2025-03-27,170,1,1,1,43621.473
FMR327102601,2025-03-24,789102,Vijay Stores,Ahmedabad,25891503,AM Biscuits 250,Food,111,2025-03-27,2025-03-27,105,0,1,0,11100.0
FMR327320503,2025-03-24,789320,Whole Foods Market,"New Jersey, US",25891503,AM Biscuits 250,Food,214,2025-03-27,2025-03-27,171,0,1,0,54911.736600000004
FMR325101503,2025-03-24,789101,Costco Wholesale,"New Jersey, US",25891503,AM Biscuits 250,Food,247,2025-03-25,2025-03-25,247,1,1,1,63379.4343
FMR325522503,2025-03-24,789522,Acclaimed Stores,Vadodara,25891503,AM Biscuits 250,Food,121,2025-03-25,2025-03-28,121,1,0,0,12100.0
FMR325402503,2025-03-24,789402,Propel Mart,Ahmedabad,25891503,AM Biscuits 250,Food,218,2025-03-25,2025-03-25,207,0,1,0,21800.0
FMR327621503,2025-03-24,789621,Expert Mart,Ahmedabad,25891503,AM Biscuits 250,Food,132,2025-03-27,2025-03-26,132,1,1,1,13200.0
FMR325303503,2025-03-24,789303,Expression Stores,Vadodara,25891503,AM Biscuits 250,Food,183,2025-03-25,2025-03-25,183,1,1,1,18300.0
FMR327122503,2025-03-24,789122,Coolblue,Vadodara,25891503,AM Biscuits 250,Food,156,2025-03-27,2025-03-30,156,1,0,0,15600.0
FMR325702503,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891503,AM Biscuits 250,Food,207,2025-03-25,2025-03-25,197,0,1,0,20700.0
FMR326422503,2025-03-24,789422,Lotus Mart,Vadodara,25891503,AM Biscuits 250,Food,157,2025-03-26,2025-03-28,149,0,0,0,15700.0
FMR325403103,2025-03-24,789403,Propel Mart,Vadodara,25891103,AM Milk 100,Dairy,399,2025-03-25,2025-03-26,399,1,0,0,9975.0
FMR326403601,2025-03-24,789403,Propel Mart,Vadodara,25891103,AM Milk 100,Dairy,448,2025-03-26,2025-03-26,448,1,1,1,11200.0
FMR326903103,2025-03-24,789903,Elite Mart,Vadodara,25891103,AM Milk 100,Dairy,318,2025-03-26,2025-03-28,318,1,0,0,7950.0
FMR325702201,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891103,AM Milk 100,Dairy,445,2025-03-25,2025-03-28,423,0,0,0,11125.0
FMR326601402,2025-03-24,789601,Price Rite,"New Jersey, US",25891103,AM Milk 100,Dairy,365,2025-03-26,2025-03-26,347,0,1,0,31219.289500000003
FMR327521103,2025-03-24,789521,Acclaimed Stores,Ahmedabad,25891103,AM Milk 100,Dairy,320,2025-03-27,2025-03-27,256,0,1,0,8000.0
FMR326303302,2025-03-24,789303,Expression Stores,Vadodara,25891103,AM Milk 100,Dairy,351,2025-03-26,2025-03-26,351,1,1,1,8775.0
FMR325522503,2025-03-24,789522,Acclaimed Stores,Vadodara,25891103,AM Milk 100,Dairy,417,2025-03-25,2025-03-28,417,1,0,0,10425.0
FMR326503603,2025-03-24,789503,Viveks Stores,Vadodara,25891103,AM Milk 100,Dairy,446,2025-03-26,2025-03-26,446,1,1,1,11150.0
FMR325122301,2025-03-24,789122,Coolblue,Vadodara,25891103,AM Milk 100,Dairy,339,2025-03-25,2025-03-25,271,0,1,0,8475.0
FMR326122401,2025-03-24,789122,Coolblue,Vadodara,25891103,AM Milk 100,Dairy,378,2025-03-26,2025-03-27,302,0,0,0,9450.0
FMR327102601,2025-03-24,789102,Vijay Stores,Ahmedabad,25891103,AM Milk 100,Dairy,391,2025-03-27,2025-03-27,391,1,1,1,9775.0
FMR327202502,2025-03-24,789202,Rel Fresh,Ahmedabad,25891103,AM Milk 100,Dairy,320,2025-03-27,2025-03-29,320,1,0,0,8000.0
FMR327422403,2025-03-24,789422,Lotus Mart,Vadodara,25891103,AM Milk 100,Dairy,356,2025-03-27,2025-03-29,356,1,0,0,8900.0
FMR326703601,2025-03-24,789703,Sorefoz Mart,Vadodara,25891601,AM Tea 500,beverages,168,2025-03-26,2025-03-26,168,1,1,1,37800.0
FMR327703603,2025-03-24,789703,Sorefoz Mart,Vadodara,25891601,AM Tea 500,beverages,132,2025-03-27,2025-03-27,132,1,1,1,29700.0
FMR327202601,2025-03-24,789202,Rel Fresh,Ahmedabad,25891601,AM Tea 500,beverages,185,2025-03-27,2025-03-27,185,1,1,1,41625.0
FMR327702601,2025-03-24,789702,Sorefoz Mart,Ahmedabad,25891601,AM Tea 500,beverages,148,2025-03-27,2025-03-27,133,0,1,0,33300.0
FMR326902601,2025-03-24,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,167,2025-03-26,2025-03-26,150,0,1,0,37575.0
FMR326403601,2025-03-24,789403,Propel Mart,Vadodara,25891601,AM Tea 500,beverages,195,2025-03-26,2025-03-26,185,0,1,0,43875.0
FMR327103601,2025-03-24,789103,Vijay Stores,Vadodara,25891601,AM Tea 500,beverages,126,2025-03-27,2025-03-27,120,0,1,0,28350.0
FMR327721601,2025-03-24,789721,Logic Stores,Ahmedabad,25891601,AM Tea 500,beverages,189,2025-03-27,2025-03-28,180,0,0,0,42525.0
FMR326101601,2025-03-24,789101,Costco Wholesale,"New Jersey, US",25891601,AM Tea 500,beverages,139,2025-03-26,2025-03-25,139,1,1,1,71333.9382
FMR327422601,2025-03-24,789422,Lotus Mart,Vadodara,25891601,AM Tea 500,beverages,128,2025-03-27,2025-03-27,128,1,1,1,28800.0
FMR326220601,2025-03-24,789220,ShopRite,"New Jersey, US",25891601,AM Tea 500,beverages,169,2025-03-26,2025-03-26,152,0,1,0,86729.7522
FMR325720601,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891601,AM Tea 500,beverages,98,2025-03-25,2025-03-25,98,1,1,1,50292.9924
FMR325603601,2025-03-24,789603,Info Stores,Vadodara,25891601,AM Tea 500,beverages,194,2025-03-25,2025-03-25,175,0,1,0,43650.0
FMR325321603,2025-03-24,789321,Chiptec Stores,Ahmedabad,25891601,AM Tea 500,beverages,78,2025-03-25,2025-03-26,78,1,0,0,17550.0
FMR325401601,2025-03-24,789401,Wegmans,"New Jersey, US",25891601,AM Tea 500,beverages,122,2025-03-25,2025-03-25,122,1,1,1,62609.6436
FMR327401601,2025-03-24,789401,Wegmans,"New Jersey, US",25891601,AM Tea 500,beverages,142,2025-03-27,2025-03-27,142,1,1,1,72873.5196
FMR327102601,2025-03-24,789102,Vijay Stores,Ahmedabad,25891601,AM Tea 500,beverages,89,2025-03-27,2025-03-27,89,1,1,1,20025.0
FMR327420601,2025-03-24,789420,Lidl,"New Jersey, US",25891601,AM Tea 500,beverages,153,2025-03-27,2025-03-28,153,1,0,0,78518.6514
FMR326103402,2025-03-24,789103,Vijay Stores,Vadodara,25891402,AM Curd 100,Dairy,229,2025-03-26,2025-03-26,183,0,1,0,4580.0
FMR326420402,2025-03-24,789420,Lidl,"New Jersey, US",25891402,AM Curd 100,Dairy,219,2025-03-26,2025-03-28,219,1,0,0,37463.1474
FMR325303503,2025-03-24,789303,Expression Stores,Vadodara,25891402,AM Curd 100,Dairy,400,2025-03-25,2025-03-25,400,1,1,1,8000.0
FMR325720402,2025-03-24,789720,Colonial Farms,"New Jersey, US",25891402,AM Curd 100,Dairy,425,2025-03-25,2025-03-26,340,0,0,0,72702.455
FMR326601402,2025-03-24,789601,Price Rite,"New Jersey, US",25891402,AM Curd 100,Dairy,467,2025-03-26,2025-03-26,420,0,1,0,79887.1682
